energy_price,energy_price_predicted_1,energy_price_predicted_2,energy_price_predicted_3
61.99,34.05,70.5,66.38
61.99,34.05,70.5,66.38
61.99,34.05,70.5,66.38
74.12999999999998,19.55,98.12000000000002,68.99
74.12999999999998,19.55,98.12000000000002,68.99
74.12999999999998,19.55,98.12000000000002,68.99
74.12999999999998,19.55,98.12000000000002,68.99
81.25,29.77,120.68,77.81
81.25,29.77,120.68,77.81
81.25,29.77,120.68,77.81
81.25,29.77,120.68,77.81
94.87999999999998,29.13,142.02,96.84
94.87999999999998,29.13,142.02,96.84
94.87999999999998,29.13,142.02,96.84
94.87999999999998,29.13,142.02,96.84
104.93,29.84,125.06,100.01
104.93,29.84,125.06,100.01
104.93,29.84,125.06,100.01
104.93,29.84,125.06,100.01
69.11,32.49,100.37999999999998,84.65
69.11,32.49,100.37999999999998,84.65
69.11,32.49,100.37999999999998,84.65
69.11,32.49,100.37999999999998,84.65
34.05,70.5,91.92,55.41
34.05,70.5,91.92,55.41
34.05,70.5,91.92,55.41
34.05,70.5,91.92,55.41
19.55,98.12000000000002,89.12999999999998,45.3
19.55,98.12000000000002,89.12999999999998,45.3
19.55,98.12000000000002,89.12999999999998,45.3
19.55,98.12000000000002,89.12999999999998,45.3
29.77,120.68,89.11,45.91
29.77,120.68,89.11,45.91
29.77,120.68,89.11,45.91
29.77,120.68,89.11,45.91
29.13,142.02,81.57,51.58
29.13,142.02,81.57,51.58
29.13,142.02,81.57,51.58
29.13,142.02,81.57,51.58
29.84,125.06,73.85,55.48
29.84,125.06,73.85,55.48
29.84,125.06,73.85,55.48
29.84,125.06,73.85,55.48
32.49,100.37999999999998,68.42,63.75
32.49,100.37999999999998,68.42,63.75
32.49,100.37999999999998,68.42,63.75
32.49,100.37999999999998,68.42,63.75
70.5,91.92,66.38,84.33
70.5,91.92,66.38,84.33
70.5,91.92,66.38,84.33
70.5,91.92,66.38,84.33
98.12000000000002,89.12999999999998,68.99,102.11
98.12000000000002,89.12999999999998,68.99,102.11
98.12000000000002,89.12999999999998,68.99,102.11
98.12000000000002,89.12999999999998,68.99,102.11
120.68,89.11,77.81,114.74
120.68,89.11,77.81,114.74
120.68,89.11,77.81,114.74
120.68,89.11,77.81,114.74
142.02,81.57,96.84,119.06
142.02,81.57,96.84,119.06
142.02,81.57,96.84,119.06
142.02,81.57,96.84,119.06
125.06,73.85,100.01,147.44
125.06,73.85,100.01,147.44
125.06,73.85,100.01,147.44
125.06,73.85,100.01,147.44
100.37999999999998,68.42,84.65,156.25
100.37999999999998,68.42,84.65,156.25
100.37999999999998,68.42,84.65,156.25
100.37999999999998,68.42,84.65,156.25
91.92,66.38,55.41,116.03
91.92,66.38,55.41,116.03
91.92,66.38,55.41,116.03
91.92,66.38,55.41,116.03
89.12999999999998,68.99,45.3,102.44
89.12999999999998,68.99,45.3,102.44
89.12999999999998,68.99,45.3,102.44
89.12999999999998,68.99,45.3,102.44
89.11,77.81,45.91,91.81
89.11,77.81,45.91,91.81
89.11,77.81,45.91,91.81
89.11,77.81,45.91,91.81
81.57,96.84,51.58,87.15
81.57,96.84,51.58,87.15
81.57,96.84,51.58,87.15
81.57,96.84,51.58,87.15
73.85,100.01,55.48,90.72
73.85,100.01,55.48,90.72
73.85,100.01,55.48,90.72
73.85,100.01,55.48,90.72
68.42,84.65,63.75,88.9
68.42,84.65,63.75,88.9
68.42,84.65,63.75,88.9
68.42,84.65,63.75,88.9
66.38,55.41,84.33,88.8
66.38,55.41,84.33,88.8
66.38,55.41,84.33,88.8
66.38,55.41,84.33,88.8
68.99,45.3,102.11,92.22
68.99,45.3,102.11,92.22
68.99,45.3,102.11,92.22
68.99,45.3,102.11,92.22
77.81,45.91,114.74,97.58
77.81,45.91,114.74,97.58
77.81,45.91,114.74,97.58
77.81,45.91,114.74,97.58
96.84,51.58,119.06,129.25
96.84,51.58,119.06,129.25
96.84,51.58,119.06,129.25
96.84,51.58,119.06,129.25
100.01,55.48,147.44,134.38
100.01,55.48,147.44,134.38
100.01,55.48,147.44,134.38
100.01,55.48,147.44,134.38
84.65,63.75,156.25,102.4
84.65,63.75,156.25,102.4
84.65,63.75,156.25,102.4
84.65,63.75,156.25,102.4
55.41,84.33,116.03,88.18
55.41,84.33,116.03,88.18
55.41,84.33,116.03,88.18
55.41,84.33,116.03,88.18
45.3,102.11,102.44,77.9
45.3,102.11,102.44,77.9
45.3,102.11,102.44,77.9
45.3,102.11,102.44,77.9
45.91,114.74,91.81,77.35
45.91,114.74,91.81,77.35
45.91,114.74,91.81,77.35
45.91,114.74,91.81,77.35
51.58,119.06,87.15,71.76
51.58,119.06,87.15,71.76
51.58,119.06,87.15,71.76
51.58,119.06,87.15,71.76
55.48,147.44,90.72,69.04
55.48,147.44,90.72,69.04
55.48,147.44,90.72,69.04
55.48,147.44,90.72,69.04
63.75,156.25,88.9,74.87000000000002
63.75,156.25,88.9,74.87000000000002
63.75,156.25,88.9,74.87000000000002
63.75,156.25,88.9,74.87000000000002
84.33,116.03,88.8,87.44
84.33,116.03,88.8,87.44
84.33,116.03,88.8,87.44
84.33,116.03,88.8,87.44
102.11,102.44,92.22,105.87999999999998
102.11,102.44,92.22,105.87999999999998
102.11,102.44,92.22,105.87999999999998
102.11,102.44,92.22,105.87999999999998
114.74,91.81,97.58,120.08
114.74,91.81,97.58,120.08
114.74,91.81,97.58,120.08
114.74,91.81,97.58,120.08
119.06,87.15,129.25,128.21
119.06,87.15,129.25,128.21
119.06,87.15,129.25,128.21
119.06,87.15,129.25,128.21
147.44,90.72,134.38,143.08
147.44,90.72,134.38,143.08
147.44,90.72,134.38,143.08
147.44,90.72,134.38,143.08
156.25,88.9,102.4,123.64
156.25,88.9,102.4,123.64
156.25,88.9,102.4,123.64
156.25,88.9,102.4,123.64
116.03,88.8,88.18,102.77
116.03,88.8,88.18,102.77
116.03,88.8,88.18,102.77
116.03,88.8,88.18,102.77
102.44,92.22,77.9,99.12000000000002
102.44,92.22,77.9,99.12000000000002
102.44,92.22,77.9,99.12000000000002
102.44,92.22,77.9,99.12000000000002
91.81,97.58,77.35,105.82
91.81,97.58,77.35,105.82
91.81,97.58,77.35,105.82
91.81,97.58,77.35,105.82
87.15,129.25,71.76,99.61
87.15,129.25,71.76,99.61
87.15,129.25,71.76,99.61
87.15,129.25,71.76,99.61
90.72,134.38,69.04,97.14
90.72,134.38,69.04,97.14
90.72,134.38,69.04,97.14
90.72,134.38,69.04,97.14
88.9,102.4,74.87000000000002,94.43
88.9,102.4,74.87000000000002,94.43
88.9,102.4,74.87000000000002,94.43
88.9,102.4,74.87000000000002,94.43
88.8,88.18,87.44,84.65
88.8,88.18,87.44,84.65
88.8,88.18,87.44,84.65
88.8,88.18,87.44,84.65
92.22,77.9,105.87999999999998,83.26
92.22,77.9,105.87999999999998,83.26
92.22,77.9,105.87999999999998,83.26
92.22,77.9,105.87999999999998,83.26
97.58,77.35,120.08,85.65
97.58,77.35,120.08,85.65
97.58,77.35,120.08,85.65
97.58,77.35,120.08,85.65
129.25,71.76,128.21,92.05
129.25,71.76,128.21,92.05
129.25,71.76,128.21,92.05
129.25,71.76,128.21,92.05
134.38,69.04,143.08,93.8
134.38,69.04,143.08,93.8
134.38,69.04,143.08,93.8
134.38,69.04,143.08,93.8
102.4,74.87000000000002,123.64,80.78
102.4,74.87000000000002,123.64,80.78
102.4,74.87000000000002,123.64,80.78
102.4,74.87000000000002,123.64,80.78
88.18,87.44,102.77,62.74
88.18,87.44,102.77,62.74
88.18,87.44,102.77,62.74
88.18,87.44,102.77,62.74
77.9,105.87999999999998,99.12000000000002,50.02
77.9,105.87999999999998,99.12000000000002,50.02
77.9,105.87999999999998,99.12000000000002,50.02
77.9,105.87999999999998,99.12000000000002,50.02
77.35,120.08,105.82,50.52
77.35,120.08,105.82,50.52
77.35,120.08,105.82,50.52
77.35,120.08,105.82,50.52
71.76,128.21,99.61,44.39
71.76,128.21,99.61,44.39
71.76,128.21,99.61,44.39
71.76,128.21,99.61,44.39
69.04,143.08,97.14,47.6
69.04,143.08,97.14,47.6
69.04,143.08,97.14,47.6
69.04,143.08,97.14,47.6
74.87000000000002,123.64,94.43,56.84
74.87000000000002,123.64,94.43,56.84
74.87000000000002,123.64,94.43,56.84
74.87000000000002,123.64,94.43,56.84
87.44,102.77,84.65,72.27
87.44,102.77,84.65,72.27
87.44,102.77,84.65,72.27
87.44,102.77,84.65,72.27
105.87999999999998,99.12000000000002,83.26,96.45
105.87999999999998,99.12000000000002,83.26,96.45
105.87999999999998,99.12000000000002,83.26,96.45
105.87999999999998,99.12000000000002,83.26,96.45
120.08,105.82,85.65,97.8
120.08,105.82,85.65,97.8
120.08,105.82,85.65,97.8
120.08,105.82,85.65,97.8
128.21,99.61,92.05,100.24
128.21,99.61,92.05,100.24
128.21,99.61,92.05,100.24
128.21,99.61,92.05,100.24
143.08,97.14,93.8,100.56
143.08,97.14,93.8,100.56
143.08,97.14,93.8,100.56
143.08,97.14,93.8,100.56
123.64,94.43,80.78,99.65
123.64,94.43,80.78,99.65
123.64,94.43,80.78,99.65
123.64,94.43,80.78,99.65
102.77,84.65,62.74,92.04
102.77,84.65,62.74,92.04
102.77,84.65,62.74,92.04
102.77,84.65,62.74,92.04
99.12000000000002,83.26,50.02,86.81
99.12000000000002,83.26,50.02,86.81
99.12000000000002,83.26,50.02,86.81
99.12000000000002,83.26,50.02,86.81
105.82,85.65,50.52,77.0
105.82,85.65,50.52,77.0
105.82,85.65,50.52,77.0
105.82,85.65,50.52,77.0
99.61,92.05,44.39,70.76
99.61,92.05,44.39,70.76
99.61,92.05,44.39,70.76
99.61,92.05,44.39,70.76
97.14,93.8,47.6,68.49
97.14,93.8,47.6,68.49
97.14,93.8,47.6,68.49
97.14,93.8,47.6,68.49
94.43,80.78,56.84,66.4
94.43,80.78,56.84,66.4
94.43,80.78,56.84,66.4
94.43,80.78,56.84,66.4
84.65,62.74,72.27,65.96
84.65,62.74,72.27,65.96
84.65,62.74,72.27,65.96
84.65,62.74,72.27,65.96
83.26,50.02,96.45,66.45
83.26,50.02,96.45,66.45
83.26,50.02,96.45,66.45
83.26,50.02,96.45,66.45
85.65,50.52,97.8,65.2
85.65,50.52,97.8,65.2
85.65,50.52,97.8,65.2
85.65,50.52,97.8,65.2
92.05,44.39,100.24,69.37000000000002
92.05,44.39,100.24,69.37000000000002
92.05,44.39,100.24,69.37000000000002
92.05,44.39,100.24,69.37000000000002
93.8,47.6,100.56,73.87000000000002
93.8,47.6,100.56,73.87000000000002
93.8,47.6,100.56,73.87000000000002
93.8,47.6,100.56,73.87000000000002
80.78,56.84,99.65,77.69
80.78,56.84,99.65,77.69
80.78,56.84,99.65,77.69
80.78,56.84,99.65,77.69
62.74,72.27,92.04,67.91
62.74,72.27,92.04,67.91
62.74,72.27,92.04,67.91
62.74,72.27,92.04,67.91
50.02,96.45,86.81,56.15
50.02,96.45,86.81,56.15
50.02,96.45,86.81,56.15
50.02,96.45,86.81,56.15
50.52,97.8,77.0,41.54
50.52,97.8,77.0,41.54
50.52,97.8,77.0,41.54
50.52,97.8,77.0,41.54
44.39,100.24,70.76,48.78
44.39,100.24,70.76,48.78
44.39,100.24,70.76,48.78
44.39,100.24,70.76,48.78
47.6,100.56,68.49,51.47
47.6,100.56,68.49,51.47
47.6,100.56,68.49,51.47
47.6,100.56,68.49,51.47
56.84,99.65,66.4,60.43
56.84,99.65,66.4,60.43
56.84,99.65,66.4,60.43
56.84,99.65,66.4,60.43
72.27,92.04,65.96,80.53
72.27,92.04,65.96,80.53
72.27,92.04,65.96,80.53
72.27,92.04,65.96,80.53
96.45,86.81,66.45,99.3
96.45,86.81,66.45,99.3
96.45,86.81,66.45,99.3
96.45,86.81,66.45,99.3
97.8,77.0,65.2,105.44
97.8,77.0,65.2,105.44
97.8,77.0,65.2,105.44
97.8,77.0,65.2,105.44
100.24,70.76,69.37000000000002,106.81
100.24,70.76,69.37000000000002,106.81
100.24,70.76,69.37000000000002,106.81
100.24,70.76,69.37000000000002,106.81
100.56,68.49,73.87000000000002,101.43
100.56,68.49,73.87000000000002,101.43
100.56,68.49,73.87000000000002,101.43
100.56,68.49,73.87000000000002,101.43
99.65,66.4,77.69,96.07
99.65,66.4,77.69,96.07
99.65,66.4,77.69,96.07
99.65,66.4,77.69,96.07
92.04,65.96,67.91,93.72
92.04,65.96,67.91,93.72
92.04,65.96,67.91,93.72
92.04,65.96,67.91,93.72
86.81,66.45,56.15,87.74
86.81,66.45,56.15,87.74
86.81,66.45,56.15,87.74
86.81,66.45,56.15,87.74
77.0,65.2,41.54,87.23
77.0,65.2,41.54,87.23
77.0,65.2,41.54,87.23
77.0,65.2,41.54,87.23
70.76,69.37000000000002,48.78,75.9
70.76,69.37000000000002,48.78,75.9
70.76,69.37000000000002,48.78,75.9
70.76,69.37000000000002,48.78,75.9
68.49,73.87000000000002,51.47,70.5
68.49,73.87000000000002,51.47,70.5
68.49,73.87000000000002,51.47,70.5
68.49,73.87000000000002,51.47,70.5
66.4,77.69,60.43,70.15
66.4,77.69,60.43,70.15
66.4,77.69,60.43,70.15
66.4,77.69,60.43,70.15
65.96,67.91,80.53,77.31
65.96,67.91,80.53,77.31
65.96,67.91,80.53,77.31
65.96,67.91,80.53,77.31
66.45,56.15,99.3,88.9
66.45,56.15,99.3,88.9
66.45,56.15,99.3,88.9
66.45,56.15,99.3,88.9
65.2,41.54,105.44,99.89
65.2,41.54,105.44,99.89
65.2,41.54,105.44,99.89
65.2,41.54,105.44,99.89
69.37000000000002,48.78,106.81,108.55
69.37000000000002,48.78,106.81,108.55
69.37000000000002,48.78,106.81,108.55
69.37000000000002,48.78,106.81,108.55
73.87000000000002,51.47,101.43,113.66
73.87000000000002,51.47,101.43,113.66
73.87000000000002,51.47,101.43,113.66
73.87000000000002,51.47,101.43,113.66
77.69,60.43,96.07,96.35
77.69,60.43,96.07,96.35
77.69,60.43,96.07,96.35
77.69,60.43,96.07,96.35
67.91,80.53,93.72,75.12000000000002
67.91,80.53,93.72,75.12000000000002
67.91,80.53,93.72,75.12000000000002
67.91,80.53,93.72,75.12000000000002
56.15,99.3,87.74,68.19
56.15,99.3,87.74,68.19
56.15,99.3,87.74,68.19
56.15,99.3,87.74,68.19
41.54,105.44,87.23,70.79
41.54,105.44,87.23,70.79
41.54,105.44,87.23,70.79
41.54,105.44,87.23,70.79
48.78,106.81,75.9,69.57
48.78,106.81,75.9,69.57
48.78,106.81,75.9,69.57
48.78,106.81,75.9,69.57
51.47,101.43,70.5,69.87999999999998
51.47,101.43,70.5,69.87999999999998
51.47,101.43,70.5,69.87999999999998
51.47,101.43,70.5,69.87999999999998
60.43,96.07,70.15,73.34
60.43,96.07,70.15,73.34
60.43,96.07,70.15,73.34
60.43,96.07,70.15,73.34
80.53,93.72,77.31,86.16
80.53,93.72,77.31,86.16
80.53,93.72,77.31,86.16
80.53,93.72,77.31,86.16
99.3,87.74,88.9,95.48
99.3,87.74,88.9,95.48
99.3,87.74,88.9,95.48
99.3,87.74,88.9,95.48
105.44,87.23,99.89,104.94
105.44,87.23,99.89,104.94
105.44,87.23,99.89,104.94
105.44,87.23,99.89,104.94
106.81,75.9,108.55,122.99
106.81,75.9,108.55,122.99
106.81,75.9,108.55,122.99
106.81,75.9,108.55,122.99
101.43,70.5,113.66,137.9
101.43,70.5,113.66,137.9
101.43,70.5,113.66,137.9
101.43,70.5,113.66,137.9
96.07,70.15,96.35,138.65
96.07,70.15,96.35,138.65
96.07,70.15,96.35,138.65
96.07,70.15,96.35,138.65
93.72,77.31,75.12000000000002,109.26
93.72,77.31,75.12000000000002,109.26
93.72,77.31,75.12000000000002,109.26
93.72,77.31,75.12000000000002,109.26
87.74,88.9,68.19,96.03
87.74,88.9,68.19,96.03
87.74,88.9,68.19,96.03
87.74,88.9,68.19,96.03
87.23,99.89,70.79,79.14
87.23,99.89,70.79,79.14
87.23,99.89,70.79,79.14
87.23,99.89,70.79,79.14
75.9,108.55,69.57,76.41
75.9,108.55,69.57,76.41
75.9,108.55,69.57,76.41
75.9,108.55,69.57,76.41
70.5,113.66,69.87999999999998,72.23
70.5,113.66,69.87999999999998,72.23
70.5,113.66,69.87999999999998,72.23
70.5,113.66,69.87999999999998,72.23
70.15,96.35,73.34,68.78
70.15,96.35,73.34,68.78
70.15,96.35,73.34,68.78
70.15,96.35,73.34,68.78
77.31,75.12000000000002,86.16,67.96
77.31,75.12000000000002,86.16,67.96
77.31,75.12000000000002,86.16,67.96
77.31,75.12000000000002,86.16,67.96
88.9,68.19,95.48,70.06
88.9,68.19,95.48,70.06
88.9,68.19,95.48,70.06
88.9,68.19,95.48,70.06
99.89,70.79,104.94,81.31
99.89,70.79,104.94,81.31
99.89,70.79,104.94,81.31
99.89,70.79,104.94,81.31
108.55,69.57,122.99,90.61
108.55,69.57,122.99,90.61
108.55,69.57,122.99,90.61
108.55,69.57,122.99,90.61
113.66,69.87999999999998,137.9,95.49
113.66,69.87999999999998,137.9,95.49
113.66,69.87999999999998,137.9,95.49
113.66,69.87999999999998,137.9,95.49
96.35,73.34,138.65,91.57
96.35,73.34,138.65,91.57
96.35,73.34,138.65,91.57
96.35,73.34,138.65,91.57
75.12000000000002,86.16,109.26,85.03
75.12000000000002,86.16,109.26,85.03
75.12000000000002,86.16,109.26,85.03
75.12000000000002,86.16,109.26,85.03
68.19,95.48,96.03,82.56
68.19,95.48,96.03,82.56
68.19,95.48,96.03,82.56
68.19,95.48,96.03,82.56
70.79,104.94,79.14,80.31
70.79,104.94,79.14,80.31
70.79,104.94,79.14,80.31
70.79,104.94,79.14,80.31
69.57,122.99,76.41,73.9
69.57,122.99,76.41,73.9
69.57,122.99,76.41,73.9
69.57,122.99,76.41,73.9
69.87999999999998,137.9,72.23,72.42
69.87999999999998,137.9,72.23,72.42
69.87999999999998,137.9,72.23,72.42
69.87999999999998,137.9,72.23,72.42
73.34,138.65,68.78,84.6
73.34,138.65,68.78,84.6
73.34,138.65,68.78,84.6
73.34,138.65,68.78,84.6
86.16,109.26,67.96,87.93
86.16,109.26,67.96,87.93
86.16,109.26,67.96,87.93
86.16,109.26,67.96,87.93
95.48,96.03,70.06,111.94
95.48,96.03,70.06,111.94
95.48,96.03,70.06,111.94
95.48,96.03,70.06,111.94
104.94,79.14,81.31,126.25
104.94,79.14,81.31,126.25
104.94,79.14,81.31,126.25
104.94,79.14,81.31,126.25
122.99,76.41,90.61,126.31
122.99,76.41,90.61,126.31
122.99,76.41,90.61,126.31
122.99,76.41,90.61,126.31
137.9,72.23,95.49,120.32
137.9,72.23,95.49,120.32
137.9,72.23,95.49,120.32
137.9,72.23,95.49,120.32
138.65,68.78,91.57,103.35
138.65,68.78,91.57,103.35
138.65,68.78,91.57,103.35
138.65,68.78,91.57,103.35
109.26,67.96,85.03,94.17
109.26,67.96,85.03,94.17
109.26,67.96,85.03,94.17
109.26,67.96,85.03,94.17
96.03,70.06,82.56,87.86
96.03,70.06,82.56,87.86
96.03,70.06,82.56,87.86
96.03,70.06,82.56,87.86
79.14,81.31,80.31,85.3
79.14,81.31,80.31,85.3
79.14,81.31,80.31,85.3
79.14,81.31,80.31,85.3
76.41,90.61,73.9,79.39
76.41,90.61,73.9,79.39
76.41,90.61,73.9,79.39
76.41,90.61,73.9,79.39
72.23,95.49,72.42,74.57
72.23,95.49,72.42,74.57
72.23,95.49,72.42,74.57
72.23,95.49,72.42,74.57
68.78,91.57,84.6,68.16
68.78,91.57,84.6,68.16
68.78,91.57,84.6,68.16
68.78,91.57,84.6,68.16
67.96,85.03,87.93,67.14
67.96,85.03,87.93,67.14
67.96,85.03,87.93,67.14
67.96,85.03,87.93,67.14
70.06,82.56,111.94,72.22
70.06,82.56,111.94,72.22
70.06,82.56,111.94,72.22
70.06,82.56,111.94,72.22
81.31,80.31,126.25,78.15
81.31,80.31,126.25,78.15
81.31,80.31,126.25,78.15
81.31,80.31,126.25,78.15
90.61,73.9,126.31,93.12999999999998
90.61,73.9,126.31,93.12999999999998
90.61,73.9,126.31,93.12999999999998
90.61,73.9,126.31,93.12999999999998
95.49,72.42,120.32,99.85
95.49,72.42,120.32,99.85
95.49,72.42,120.32,99.85
95.49,72.42,120.32,99.85
91.57,84.6,103.35,84.23
91.57,84.6,103.35,84.23
91.57,84.6,103.35,84.23
91.57,84.6,103.35,84.23
85.03,87.93,94.17,67.45
85.03,87.93,94.17,67.45
85.03,87.93,94.17,67.45
85.03,87.93,94.17,67.45
82.56,111.94,87.86,38.1
82.56,111.94,87.86,38.1
82.56,111.94,87.86,38.1
82.56,111.94,87.86,38.1
80.31,126.25,85.3,20.64
80.31,126.25,85.3,20.64
80.31,126.25,85.3,20.64
80.31,126.25,85.3,20.64
73.9,126.31,79.39,15.45
73.9,126.31,79.39,15.45
73.9,126.31,79.39,15.45
73.9,126.31,79.39,15.45
72.42,120.32,74.57,14.59
72.42,120.32,74.57,14.59
72.42,120.32,74.57,14.59
72.42,120.32,74.57,14.59
84.6,103.35,68.16,31.08
84.6,103.35,68.16,31.08
84.6,103.35,68.16,31.08
84.6,103.35,68.16,31.08
87.93,94.17,67.14,64.85
87.93,94.17,67.14,64.85
87.93,94.17,67.14,64.85
87.93,94.17,67.14,64.85
111.94,87.86,72.22,88.57
111.94,87.86,72.22,88.57
111.94,87.86,72.22,88.57
111.94,87.86,72.22,88.57
126.25,85.3,78.15,102.6
126.25,85.3,78.15,102.6
126.25,85.3,78.15,102.6
126.25,85.3,78.15,102.6
126.31,79.39,93.12999999999998,99.22
126.31,79.39,93.12999999999998,99.22
126.31,79.39,93.12999999999998,99.22
126.31,79.39,93.12999999999998,99.22
120.32,74.57,99.85,96.9
120.32,74.57,99.85,96.9
120.32,74.57,99.85,96.9
120.32,74.57,99.85,96.9
103.35,68.16,84.23,88.82
103.35,68.16,84.23,88.82
103.35,68.16,84.23,88.82
103.35,68.16,84.23,88.82
94.17,67.14,67.45,85.54
94.17,67.14,67.45,85.54
94.17,67.14,67.45,85.54
94.17,67.14,67.45,85.54
87.86,72.22,38.1,76.41
87.86,72.22,38.1,76.41
87.86,72.22,38.1,76.41
87.86,72.22,38.1,76.41
85.3,78.15,20.64,61.25
85.3,78.15,20.64,61.25
85.3,78.15,20.64,61.25
85.3,78.15,20.64,61.25
79.39,93.12999999999998,15.45,55.99
79.39,93.12999999999998,15.45,55.99
79.39,93.12999999999998,15.45,55.99
79.39,93.12999999999998,15.45,55.99
74.57,99.85,14.59,47.78
74.57,99.85,14.59,47.78
74.57,99.85,14.59,47.78
74.57,99.85,14.59,47.78
68.16,84.23,31.08,42.99
68.16,84.23,31.08,42.99
68.16,84.23,31.08,42.99
68.16,84.23,31.08,42.99
67.14,67.45,64.85,35.7
67.14,67.45,64.85,35.7
67.14,67.45,64.85,35.7
67.14,67.45,64.85,35.7
72.22,38.1,88.57,46.46
72.22,38.1,88.57,46.46
72.22,38.1,88.57,46.46
72.22,38.1,88.57,46.46
78.15,20.64,102.6,61.68999999999999
78.15,20.64,102.6,61.68999999999999
78.15,20.64,102.6,61.68999999999999
78.15,20.64,102.6,61.68999999999999
93.12999999999998,15.45,99.22,77.43
93.12999999999998,15.45,99.22,77.43
93.12999999999998,15.45,99.22,77.43
93.12999999999998,15.45,99.22,77.43
99.85,14.59,96.9,84.44
99.85,14.59,96.9,84.44
99.85,14.59,96.9,84.44
99.85,14.59,96.9,84.44
84.23,31.08,88.82,77.96
84.23,31.08,88.82,77.96
84.23,31.08,88.82,77.96
84.23,31.08,88.82,77.96
67.45,64.85,85.54,66.11
67.45,64.85,85.54,66.11
67.45,64.85,85.54,66.11
67.45,64.85,85.54,66.11
38.1,88.57,76.41,57.98
38.1,88.57,76.41,57.98
38.1,88.57,76.41,57.98
38.1,88.57,76.41,57.98
20.64,102.6,61.25,51.6
20.64,102.6,61.25,51.6
20.64,102.6,61.25,51.6
20.64,102.6,61.25,51.6
15.45,99.22,55.99,47.93999999999999
15.45,99.22,55.99,47.93999999999999
15.45,99.22,55.99,47.93999999999999
15.45,99.22,55.99,47.93999999999999
14.59,96.9,47.78,47.32
14.59,96.9,47.78,47.32
14.59,96.9,47.78,47.32
14.59,96.9,47.78,47.32
31.08,88.82,42.99,53.29
31.08,88.82,42.99,53.29
31.08,88.82,42.99,53.29
31.08,88.82,42.99,53.29
64.85,85.54,35.7,65.78
64.85,85.54,35.7,65.78
64.85,85.54,35.7,65.78
64.85,85.54,35.7,65.78
88.57,76.41,46.46,79.22
88.57,76.41,46.46,79.22
88.57,76.41,46.46,79.22
88.57,76.41,46.46,79.22
102.6,61.25,61.68999999999999,85.59
102.6,61.25,61.68999999999999,85.59
102.6,61.25,61.68999999999999,85.59
102.6,61.25,61.68999999999999,85.59
99.22,55.99,77.43,88.98
99.22,55.99,77.43,88.98
99.22,55.99,77.43,88.98
99.22,55.99,77.43,88.98
96.9,47.78,84.44,88.87000000000002
96.9,47.78,84.44,88.87000000000002
96.9,47.78,84.44,88.87000000000002
96.9,47.78,84.44,88.87000000000002
88.82,42.99,77.96,85.46
88.82,42.99,77.96,85.46
88.82,42.99,77.96,85.46
88.82,42.99,77.96,85.46
85.54,35.7,66.11,80.32
85.54,35.7,66.11,80.32
85.54,35.7,66.11,80.32
85.54,35.7,66.11,80.32
76.41,46.46,57.98,65.64
76.41,46.46,57.98,65.64
76.41,46.46,57.98,65.64
76.41,46.46,57.98,65.64
61.25,61.68999999999999,51.6,73.93
61.25,61.68999999999999,51.6,73.93
61.25,61.68999999999999,51.6,73.93
61.25,61.68999999999999,51.6,73.93
55.99,77.43,47.93999999999999,62.68
55.99,77.43,47.93999999999999,62.68
55.99,77.43,47.93999999999999,62.68
55.99,77.43,47.93999999999999,62.68
47.78,84.44,47.32,56.61
47.78,84.44,47.32,56.61
47.78,84.44,47.32,56.61
47.78,84.44,47.32,56.61
42.99,77.96,53.29,55.32
42.99,77.96,53.29,55.32
42.99,77.96,53.29,55.32
42.99,77.96,53.29,55.32
35.7,66.11,65.78,54.75
35.7,66.11,65.78,54.75
35.7,66.11,65.78,54.75
35.7,66.11,65.78,54.75
46.46,57.98,79.22,59.42
46.46,57.98,79.22,59.42
46.46,57.98,79.22,59.42
46.46,57.98,79.22,59.42
61.68999999999999,51.6,85.59,71.2
61.68999999999999,51.6,85.59,71.2
61.68999999999999,51.6,85.59,71.2
61.68999999999999,51.6,85.59,71.2
77.43,47.93999999999999,88.98,80.09
77.43,47.93999999999999,88.98,80.09
77.43,47.93999999999999,88.98,80.09
77.43,47.93999999999999,88.98,80.09
84.44,47.32,88.87000000000002,88.02
84.44,47.32,88.87000000000002,88.02
84.44,47.32,88.87000000000002,88.02
84.44,47.32,88.87000000000002,88.02
77.96,53.29,85.46,84.89
77.96,53.29,85.46,84.89
77.96,53.29,85.46,84.89
77.96,53.29,85.46,84.89
66.11,65.78,80.32,82.14
66.11,65.78,80.32,82.14
66.11,65.78,80.32,82.14
66.11,65.78,80.32,82.14
57.98,79.22,65.64,74.77
57.98,79.22,65.64,74.77
57.98,79.22,65.64,74.77
57.98,79.22,65.64,74.77
51.6,85.59,73.93,65.24
51.6,85.59,73.93,65.24
51.6,85.59,73.93,60.89066666666666
51.6,85.59,73.93,0.0
47.93999999999999,88.98,62.68,55.42
47.93999999999999,88.98,62.68,55.42
47.93999999999999,88.98,62.68,55.42
47.93999999999999,88.98,62.68,55.42
47.32,88.87000000000002,56.61,54.85
47.32,88.87000000000002,56.61,36.56666666666667
47.32,88.87000000000002,56.61,0.0
47.32,88.87000000000002,56.61,0.0
53.29,85.46,55.32,67.9
53.29,85.46,55.32,67.9
53.29,85.46,55.32,67.9
53.29,85.46,55.32,67.9
65.78,80.32,54.75,78.37000000000002
65.78,80.32,54.75,78.37000000000002
