month,hour,minutes,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
11,12,30,4,0,0,0,0,0.0,0,0,0,0.0
11,12,45,4,0,0,0,0,0.0,0,0,0,0.0
11,13,0,4,0,0,0,0,0.0,0,0,0,0.0
11,13,15,4,0,0,0,0,0.0,0,0,0,0.0
11,13,30,4,0,0,0,0,0.0,0,0,0,0.0
11,13,45,4,0,0,0,0,0.0,0,0,0,0.0
11,14,0,4,0,0,0,0,0.0,0,0,0,0.0
11,14,15,4,0,0,0,0,0.0,0,0,0,0.0
11,14,30,4,0,0,0,0,0.0,0,0,0,0.0
11,14,45,4,0,0,0,0,0.0,0,0,0,0.0
11,15,0,4,0,0,0,0,0.0,0,0,0,0.0
11,15,15,4,0,0,0,0,0.0,0,0,0,0.0
11,15,30,4,0,0,0,0,0.0,0,0,0,0.0
11,15,45,4,0,0,0,0,0.0,0,0,0,0.0
11,16,0,4,0,0,0,0,0.0,0,0,0,0.0
11,16,15,4,0,0,0,0,0.0,0,0,0,0.0
11,16,30,4,0,0,0,0,0.0,0,0,0,0.0
11,16,45,4,0,0,0,0,0.0,0,0,0,0.0
11,17,0,4,0,0,0,0,0.0,0,0,0,0.0
11,17,15,4,0,0,0,0,0.0,0,0,0,0.0
11,17,30,4,0,0,0,0,0.0,0,0,0,0.0
11,17,45,4,0,0,0,0,0.0,0,0,0,0.0
11,18,0,4,0,0,0,0,0.0,0,0,0,0.0
11,18,15,4,0,0,0,0,0.0,0,0,0,0.0
11,18,30,4,0,0,0,0,0.0,0,0,0,0.0
11,18,45,4,0,0,0,0,0.0,0,0,0,0.0
11,19,0,4,0,0,0,0,0.0,0,0,0,0.0
11,19,15,4,0,0,0,0,0.0,0,0,0,0.0
11,19,30,4,0,0,0,0,0.0,0,0,0,0.0
11,19,45,4,0,0,0,0,0.0,0,0,0,0.0
11,20,0,4,0,0,0,0,0.0,0,0,0,0.0
11,20,15,4,0,0,0,0,0.0,0,0,0,0.0
11,20,30,4,0,0,0,0,0.0,0,0,0,0.0
11,20,45,4,0,0,0,0,0.0,0,0,0,0.0
11,21,0,4,0,0,0,0,0.0,0,0,0,0.0
11,21,15,4,0,0,0,0,0.0,0,0,0,0.0
11,21,30,4,0,0,0,0,0.0,0,0,0,0.0
11,21,45,4,0,0,0,0,0.0,0,0,0,0.0
11,22,0,4,0,0,0,0,0.0,0,0,0,0.0
11,22,15,4,0,0,0,0,0.0,0,0,0,0.0
11,22,30,4,0,0,0,0,0.0,0,0,0,0.0
11,22,45,4,0,0,0,0,0.0,0,0,0,0.0
11,23,0,4,0,0,0,0,0.0,0,0,0,0.0
11,23,15,4,0,0,0,0,0.0,0,0,0,0.0
11,23,30,4,0,0,0,0,0.0,0,0,0,0.0
11,23,45,4,0,0,0,0,0.0,0,0,0,0.0
11,0,0,5,0,0,0,0,0.0,0,0,0,0.0
11,0,15,5,0,0,0,0,0.0,0,0,0,0.0
11,0,30,5,0,0,0,0,0.0,0,0,0,0.0
11,0,45,5,0,0,0,0,0.0,0,0,0,0.0
11,1,0,5,0,0,0,0,0.0,0,0,0,0.0
11,1,15,5,0,0,0,0,0.0,0,0,0,0.0
11,1,30,5,0,0,0,0,0.0,0,0,0,0.0
11,1,45,5,0,0,0,0,0.0,0,0,0,0.0
11,2,0,5,0,0,0,0,0.0,0,0,0,0.0
11,2,15,5,0,0,0,0,0.0,0,0,0,0.0
11,2,30,5,0,0,0,0,0.0,0,0,0,0.0
11,2,45,5,0,0,0,0,0.0,0,0,0,0.0
11,3,0,5,0,0,0,0,0.0,0,0,0,0.0
11,3,15,5,0,0,0,0,0.0,0,0,0,0.0
11,3,30,5,0,0,0,0,0.0,0,0,0,0.0
11,3,45,5,0,0,0,0,0.0,0,0,0,0.0
11,4,0,5,0,0,0,0,0.0,0,0,0,0.0
11,4,15,5,0,0,0,0,0.0,0,0,0,0.0
11,4,30,5,0,0,0,0,0.0,0,0,0,0.0
11,4,45,5,0,0,0,0,0.0,0,0,0,0.0
11,5,0,5,0,0,0,0,0.0,0,0,0,0.0
11,5,15,5,0,0,0,0,0.0,0,0,0,0.0
11,5,30,5,0,0,0,0,0.0,0,0,0,0.0
11,5,45,5,0,0,0,0,0.0,0,0,0,0.0
11,6,0,5,0,0,0,0,0.0,0,0,0,0.0
11,6,15,5,0,0,0,0,0.0,0,0,0,0.0
11,6,30,5,0,0,0,0,0.0,0,0,0,0.0
11,6,45,5,0,0,0,0,0.0,0,0,0,0.0
11,7,0,5,0,0,0,0,0.0,0,0,0,0.0
11,7,15,5,0,0,0,0,0.0,0,0,0,0.0
11,7,30,5,0,0,0,0,0.0,0,0,0,0.0
11,7,45,5,0,0,0,0,0.0,0,0,0,0.0
11,8,0,5,0,0,0,0,0.0,0,0,0,0.0
11,8,15,5,0,0,0,0,0.0,0,0,0,0.0
11,8,30,5,0,0,0,0,0.0,0,0,0,0.0
11,8,45,5,0,0,0,0,0.0,0,0,0,0.0
11,9,0,5,0,0,0,0,0.0,0,0,0,0.0
11,9,15,5,0,0,0,0,0.0,0,0,0,0.0
11,9,30,5,0,0,0,0,0.0,0,0,0,0.0
11,9,45,5,0,0,0,0,0.0,0,0,0,0.0
11,10,0,5,0,0,0,0,0.0,0,0,0,0.0
11,10,15,5,0,0,0,0,0.0,0,0,0,0.0
11,10,30,5,0,0,0,0,0.0,0,0,0,0.0
11,10,45,5,0,0,0,0,0.0,0,0,0,0.0
11,11,0,5,0,0,0,0,0.0,0,0,0,0.0
11,11,15,5,0,0,0,0,0.0,0,0,0,0.0
11,11,30,5,0,0,0,0,0.0,0,0,0,0.0
11,11,45,5,0,0,0,0,0.0,0,0,0,0.0
11,12,0,5,0,0,0,0,0.0,0,0,0,0.0
11,12,15,5,0,0,0,0,0.0,0,0,0,0.0
11,12,30,5,0,0,0,0,0.0,0,0,0,0.0
11,12,45,5,0,0,0,0,0.0,0,0,0,0.0
11,13,0,5,0,0,0,0,0.0,0,0,0,0.0
11,13,15,5,0,0,0,0,0.0,0,0,0,0.0
11,13,30,5,0,0,0,0,0.0,0,0,0,0.0
11,13,45,5,0,0,0,0,0.0,0,0,0,0.0
11,14,0,5,0,0,0,0,0.0,0,0,0,0.0
11,14,15,5,0,0,0,0,0.0,0,0,0,0.0
11,14,30,5,0,0,0,0,0.0,0,0,0,0.0
11,14,45,5,0,0,0,0,0.0,0,0,0,0.0
11,15,0,5,0,0,0,0,0.0,0,0,0,0.0
11,15,15,5,0,0,0,0,0.0,0,0,0,0.0
11,15,30,5,0,0,0,0,0.0,0,0,0,0.0
11,15,45,5,0,0,0,0,0.0,0,0,0,0.0
11,16,0,5,0,0,0,0,0.0,0,0,0,0.0
11,16,15,5,0,0,0,0,0.0,0,0,0,0.0
